cv_metric_AUC,logLoss,AUC,prAUC,Accuracy,Kappa,F1,Sensitivity,Specificity,Pos_Pred_Value,Neg_Pred_Value,Precision,Recall,Detection_Rate,Balanced_Accuracy,method,seed,dataset
0.862673798798799,0.601206010029817,0.874474474474475,0.826850297763394,0.731707317073171,0.436602123672704,0.792452830188679,0.933333333333333,0.486486486486487,0.688524590163934,0.857142857142857,0.688524590163934,0.933333333333333,0.51219512195122,0.70990990990991,glmnet,100,seq_gl_lambda
0.869067517517518,0.589306921733736,0.824624624624625,0.782557156072041,0.74390243902439,0.474037874160049,0.783505154639175,0.844444444444444,0.621621621621622,0.730769230769231,0.766666666666667,0.730769230769231,0.844444444444444,0.463414634146341,0.733033033033033,glmnet,101,seq_gl_lambda
0.867978603603604,0.5877086698499,0.840840840840841,0.817331446087328,0.768292682926829,0.51943244910549,0.811881188118812,0.911111111111111,0.594594594594595,0.732142857142857,0.846153846153846,0.732142857142857,0.911111111111111,0.5,0.752852852852853,glmnet,102,seq_gl_lambda
0.852604104104104,0.601863472025043,0.882882882882883,0.854528152074455,0.695121951219512,0.354940213971051,0.770642201834862,0.933333333333333,0.405405405405405,0.65625,0.833333333333333,0.65625,0.933333333333333,0.51219512195122,0.669369369369369,glmnet,103,seq_gl_lambda
0.865460610610611,0.584500102459005,0.830630630630631,0.796384126939697,0.74390243902439,0.471454880294659,0.787878787878788,0.866666666666667,0.594594594594595,0.722222222222222,0.785714285714286,0.722222222222222,0.866666666666667,0.475609756097561,0.730630630630631,glmnet,104,seq_gl_lambda
0.875531506506506,0.60896780808978,0.822822822822823,0.802491763959247,0.719512195121951,0.406544996853367,0.788990825688073,0.955555555555556,0.432432432432432,0.671875,0.888888888888889,0.671875,0.955555555555556,0.524390243902439,0.693993993993994,glmnet,105,seq_gl_lambda
0.852718368368368,0.595757569792327,0.886786786786787,0.856896293399487,0.731707317073171,0.430914826498423,0.592592592592593,0.432432432432432,0.977777777777778,0.941176470588235,0.676923076923077,0.941176470588235,0.432432432432432,0.195121951219512,0.705105105105105,glmnet,106,seq_gl_lambda
0.863079379379379,0.57084492856513,0.882882882882883,0.861018750997965,0.731707317073171,0.439403356121815,0.633333333333333,0.513513513513513,0.911111111111111,0.826086956521739,0.694915254237288,0.826086956521739,0.513513513513513,0.231707317073171,0.712312312312312,glmnet,107,seq_gl_lambda
0.859717842842843,0.602445248623884,0.866666666666667,0.818845350157814,0.75609756097561,0.490366687383468,0.666666666666667,0.540540540540541,0.933333333333333,0.869565217391304,0.711864406779661,0.869565217391304,0.540540540540541,0.24390243902439,0.736936936936937,glmnet,108,seq_gl_lambda
0.84657952952953,0.55560966530228,0.914114114114114,0.892604939963253,0.780487804878049,0.543599257884972,0.823529411764706,0.933333333333333,0.594594594594595,0.736842105263158,0.88,0.736842105263158,0.933333333333333,0.51219512195122,0.763963963963964,glmnet,109,seq_gl_lambda
